@RELATION pixels
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@DATA
116,89
116,104
116,105
116,116
116,117
116,132
116,133
116,149
116,150
117,53
117,54
117,62
117,63
117,69
117,70
117,82
117,83
117,88
117,89
117,132
117,133
117,149
117,150
118,57
118,58
118,60
118,61
118,88
118,89
118,132
118,133
118,149
118,150
119,57
119,58
119,60
119,61
119,71
119,72
119,76
119,77
119,114
119,115
120,43
120,44
120,71
120,72
120,76
120,77
120,79
120,80
120,114
120,115
121,43
121,44
121,79
121,80
121,85
121,86
121,115
121,116
122,85
122,86
122,92
122,93
122,112
122,113
122,115
122,116
122,126
122,127
123,92
123,93
123,110
123,111
123,112
123,113
123,126
123,127
123,140
123,141
124,48
124,49
124,86
124,87
124,106
124,107
124,110
124,111
124,140
124,141
125,48
125,49
125,86
125,87
125,101
125,102
125,106
125,107
125,110
125,111
125,141
125,142
126,49
126,50
126,56
126,57
126,75
126,76
126,97
126,98
126,101
126,102
126,141
126,142
127,49
127,50
127,56
127,57
127,75
127,76
127,97
127,98
127,100
127,101
127,112
127,113
127,129
127,130
128,57
128,58
128,75
128,76
128,100
128,101
128,112
128,113
128,129
128,130
129,57
129,58
129,70
129,71
129,108
129,109
129,118
129,119
130,70
130,71
130,76
130,77
130,108
130,109
130,118
130,119
131,73
131,74
131,76
131,77
131,98
131,99
132,73
132,74
132,79
132,80
132,98
132,99
132,100
132,110
132,111
132,117
132,118
133,55
133,56
133,79
133,80
133,96
133,97
133,99
133,100
133,103
133,104
133,110
133,111
133,117
133,118
134,55
134,56
134,57
134,58
134,66
134,67
134,96
134,97
134,103
134,104
134,121
134,122
135,57
135,58
135,66
135,67
135,116
135,117
135,121
135,122
136,64
136,65
136,111
136,112
136,116
136,117
137,59
137,60
137,64
137,65
137,111
137,112
138,59
138,60
138,66
138,67
138,86
138,87
138,88
138,89
139,66
139,67
139,86
139,87
139,88
139,89
139,108
139,109
139,125
139,126
140,96
140,97
140,108
140,109
140,125
140,126
141,96
141,97
142,102
142,103
143,72
143,73
143,86
143,87
143,102
143,103
144,72
144,73
144,86
144,87
144,89
144,90
145,89
145,90
146,93
146,94
147,93
147,94
177,146
177,147
177,148
178,55
178,56
178,127
178,128
178,132
178,133
178,146
178,147
178,148
179,34
179,35
179,55
179,56
179,89
179,90
179,102
179,103
179,124
179,125
179,127
179,128
179,132
179,133
180,34
180,35
180,43
180,44
180,89
180,90
180,102
180,103
180,124
180,125
180,142
180,143
180,152
180,153
180,154
180,155
181,43
181,44
181,61
181,62
181,77
181,78
181,97
181,98
181,137
181,138
181,142
181,143
181,151
181,152
181,153
181,154
181,155
182,61
182,62
182,74
182,75
182,77
182,78
182,95
182,96
182,97
182,98
182,137
182,138
182,151
182,152
183,40
183,41
183,45
183,46
183,74
183,75
183,95
183,96
183,104
183,105
184,40
184,41
184,45
184,46
184,104
184,105
184,127
184,128
184,149
184,150
184,157
184,158
185,63
185,64
185,111
185,112
185,117
185,118
185,127
185,128
185,149
185,150
185,157
185,158
186,63
186,64
186,111
186,112
186,117
186,118
186,155
186,156
187,42
187,43
187,118
187,119
187,155
187,156
188,42
188,43
188,82
188,83
188,95
188,96
188,118
188,119
189,36
189,37
189,41
189,42
189,82
189,83
189,95
189,96
189,109
189,110
189,121
189,122
189,133
189,134
189,142
189,143
189,144
190,36
190,37
190,41
190,42
190,72
190,73
190,109
190,110
190,121
190,122
190,133
190,134
190,135
190,136
190,142
190,143
190,144
191,36
191,37
191,72
191,73
191,97
191,98
191,129
191,130
191,135
191,136
192,32
192,33
192,36
192,37
192,97
192,98
192,129
192,130
193,32
193,33
193,69
193,70
193,72
193,73
193,76
193,77
193,108
193,109
193,116
193,117
194,69
194,70
194,72
194,73
194,76
194,77
194,87
194,88
194,108
194,109
194,116
194,117
194,136
194,137
195,59
195,60
195,80
195,81
195,87
195,88
195,136
195,137
195,140
195,141
196,37
196,38
196,50
196,51
196,54
196,55
196,59
196,60
196,80
196,81
196,86
196,87
196,140
196,141
197,37
197,38
197,42
197,43
197,50
197,51
197,54
197,55
197,85
197,86
197,87
197,119
197,120
197,148
197,149
197,154
197,155
198,30
198,31
198,42
198,43
198,44
198,45
198,85
198,86
198,94
198,95
198,98
198,99
198,102
198,103
198,114
198,115
198,119
198,120
198,128
198,129
198,148
198,149
198,154
198,155
199,30
199,31
199,44
199,45
199,88
199,89
199,94
199,95
199,98
199,99
199,102
199,103
199,114
199,115
199,116
199,123
199,124
199,128
199,129
200,44
200,45
200,88
200,89
200,95
200,96
200,115
200,116
200,123
200,124
200,125
200,127
200,128
201,44
201,45
201,95
201,96
201,111
201,112
201,124
201,125
201,127
201,128
201,152
201,153
202,62
202,63
202,97
202,98
202,111
202,112
202,152
202,153
203,62
203,63
203,74
203,75
203,81
203,82
203,90
203,91
203,97
203,98
203,148
203,149
204,74
204,75
204,81
204,82
204,90
204,91
204,100
204,101
204,111
204,112
204,132
204,133
204,148
204,149
205,79
205,80
205,100
205,101
205,111
205,112
205,121
205,122
205,132
205,133
205,150
205,151
206,48
206,49
206,79
206,80
206,121
206,122
206,150
206,151
207,48
207,49
207,79
207,80
207,131
207,132
208,51
208,52
208,57
208,58
208,72
208,73
208,79
208,80
208,131
208,132
208,140
208,141
208,147
208,148
209,37
209,38
209,51
209,52
209,57
209,58
209,72
209,73
209,129
209,130
209,140
209,141
209,147
209,148
209,151
209,152
210,37
210,38
210,44
210,45
210,50
210,51
210,62
210,63
210,72
210,73
210,81
210,82
210,104
210,105
210,120
210,121
210,123
210,124
210,129
210,130
210,147
210,148
210,151
210,152
210,157
210,158
211,44
211,45
211,50
211,51
211,57
211,58
211,62
211,63
211,67
211,68
211,72
211,73
211,81
211,82
211,98
211,99
211,104
211,105
211,120
211,121
211,123
211,124
211,147
211,148
211,157
211,158
212,55
212,56
212,57
212,58
212,67
212,68
212,71
212,72
212,81
212,82
212,98
212,99
212,124
212,125
212,126
213,55
213,56
213,61
213,62
213,71
213,72
213,81
213,82
213,108
213,109
213,124
213,125
213,126
214,30
214,31
214,61
214,62
214,78
214,79
214,108
214,109
214,124
214,125
214,137
214,138
214,139
214,140
215,30
215,31
215,62
215,63
215,64
215,65
215,76
215,77
215,78
215,79
215,137
215,138
215,139
215,140
216,62
216,63
216,64
216,65
216,76
216,77
216,90
216,91
216,131
216,132
217,83
217,84
217,88
217,89
217,90
217,91
217,123
217,124
217,131
217,132
217,139
217,140
218,33
218,34
218,47
218,48
218,63
218,64
218,83
218,84
218,88
218,89
218,123
218,124
218,130
218,131
218,139
218,140
219,33
219,34
219,44
219,45
219,47
219,48
219,63
219,64
219,83
219,84
219,105
219,106
219,130
219,131
219,134
219,135
219,151
219,152
220,33
220,34
220,44
220,45
220,74
220,75
220,83
220,84
220,93
220,94
220,105
220,106
220,123
220,124
220,134
220,135
220,151
220,152
221,74
221,75
221,93
221,94
221,112
221,113
221,123
221,124
221,129
221,130
222,60
222,61
222,92
222,93
222,104
222,105
222,112
222,113
222,129
222,130
223,60
223,61
223,74
223,75
223,92
223,93
223,104
223,105
223,114
223,115
224,39
224,40
224,74
224,75
224,89
224,90
224,114
224,115
224,146
224,147
225,39
225,40
225,61
225,62
225,63
225,64
225,66
225,67
225,89
225,90
225,104
225,105
225,146
225,147
226,33
226,34
226,61
226,62
226,63
226,64
226,66
226,67
226,91
226,92
226,104
226,105
226,120
226,121
227,33
227,34
227,46
227,47
227,49
227,50
227,91
227,92
227,120
227,121
227,125
227,126
228,46
228,47
228,49
228,50
228,62
228,63
228,105
228,106
228,107
228,125
228,126
228,145
228,146
228,157
228,158
229,62
229,63
229,105
229,106
229,107
229,131
229,132
229,145
229,146
229,153
229,154
229,157
229,158
230,31
230,32
230,74
230,75
230,131
230,132
230,143
230,144
230,153
230,154
230,157
230,158
231,31
231,32
231,74
231,75
231,108
231,109
231,143
231,144
232,60
232,61
232,86
232,87
232,98
232,99
232,108
232,109
232,130
232,131
233,31
233,32
233,54
233,55
233,60
233,61
233,86
233,87
233,98
233,99
233,103
233,104
233,130
233,131
234,31
234,32
234,36
234,37
234,50
234,51
234,54
234,55
234,103
234,104
234,151
234,152
235,33
235,34
235,36
235,37
235,50
235,51
235,99
235,100
235,151
235,152
235,153
236,33
236,34
236,37
236,38
236,99
236,100
236,133
236,134
236,137
236,138
236,152
236,153
237,37
237,38
237,57
237,58
237,116
237,117
237,118
237,133
237,134
237,137
237,138
238,57
238,58
238,68
238,69
238,93
238,94
238,106
238,107
238,115
238,116
238,117
238,118
238,139
238,140
239,47
239,48
239,68
239,69
239,72
239,73
239,84
239,85
239,93
239,94
239,100
239,101
239,106
239,107
239,114
239,115
239,116
239,139
239,140
240,47
240,48
240,72
240,73
240,80
240,81
240,84
240,85
240,87
240,88
240,91
240,92
240,100
240,101
240,114
240,115
240,153
240,154
241,70
241,71
241,80
241,81
241,87
241,88
241,91
241,92
241,114
241,115
241,117
241,118
241,147
241,148
241,153
241,154
242,52
242,53
242,70
242,71
242,78
242,79
242,80
242,81
242,114
242,115
242,117
242,118
242,147
242,148
242,152
242,153
243,33
243,34
243,52
243,53
243,78
243,79
243,80
243,81
243,89
243,90
243,118
243,119
243,137
243,138
243,152
243,153
244,33
244,34
244,46
244,47
244,48
244,49
244,89
244,90
244,115
244,116
244,118
244,119
244,134
244,135
244,137
244,138
245,30
245,31
245,46
245,47
245,48
245,49
245,106
245,107
245,115
245,116
245,120
245,121
245,134
245,135
245,141
245,142
246,30
246,31
246,44
246,45
246,57
246,58
246,106
246,107
246,120
246,121
246,141
246,142
246,143
246,154
246,155
247,42
247,43
247,44
247,45
247,56
247,57
247,58
247,59
247,60
247,78
247,79
247,142
247,143
247,154
247,155
247,157
247,158
248,42
248,43
248,56
248,57
248,59
248,60
248,71
248,72
248,78
248,79
248,84
248,85
248,106
248,107
248,119
248,120
248,149
248,150
248,157
248,158
249,28
249,29
249,32
249,33
249,71
249,72
249,84
249,85
249,106
249,107
249,119
249,120
249,149
249,150
250,28
250,29
250,32
250,33
250,34
250,35
250,70
250,71
250,107
250,108
250,147
250,148
251,29
251,30
251,34
251,35
251,70
251,71
251,103
251,104
251,107
251,108
251,125
251,126
251,137
251,138
251,144
251,145
251,147
251,148
252,29
252,30
252,35
252,36
252,85
252,86
252,103
252,104
252,125
252,126
252,133
252,134
252,137
252,138
252,144
252,145
253,35
253,36
253,83
253,84
253,85
253,86
253,88
253,89
253,111
253,112
253,133
253,134
253,153
253,154
254,58
254,59
254,78
254,79
254,83
254,84
254,86
254,87
254,88
254,89
254,111
254,112
254,127
254,128
254,153
254,154
255,57
255,58
255,59
255,76
255,77
255,78
255,79
255,81
255,82
255,86
255,87
255,127
255,128
256,34
256,35
256,57
256,58
256,76
256,77
256,81
256,82
256,92
256,93
256,151
256,152
257,34
257,35
257,55
257,56
257,64
257,65
257,92
257,93
257,136
257,137
257,141
257,142
257,151
257,152
258,46
258,47
258,55
258,56
258,64
258,65
258,87
258,88
258,136
258,137
258,141
258,142
258,143
258,157
258,158
259,46
259,47
259,87
259,88
259,116
259,117
259,142
259,143
259,157
259,158
260,46
260,47
260,60
260,61
260,86
260,87
260,116
260,117
260,152
260,153
261,46
261,47
261,53
261,54
261,60
261,61
261,86
261,87
261,95
261,96
261,106
261,107
261,131
261,132
261,152
261,153
262,53
262,54
262,72
262,73
262,77
262,78
262,95
262,96
262,106
262,107
262,111
262,112
262,131
262,132
262,156
262,157
263,72
263,73
263,77
263,78
263,86
263,87
263,111
263,112
263,120
263,121
263,128
263,129
263,145
263,146
263,147
263,148
263,154
263,155
263,156
263,157
264,31
264,32
264,36
264,37
264,59
264,60
264,77
264,78
264,86
264,87
264,101
264,102
264,113
264,114
264,117
264,118
264,120
264,121
264,128
264,129
264,145
264,146
264,147
264,148
264,154
264,155
265,30
265,31
265,32
265,36
265,37
265,44
265,45
265,54
265,55
265,59
265,60
265,77
265,78
265,83
265,84
265,92
265,93
265,94
265,99
265,100
265,101
265,102
265,108
265,109
265,113
265,114
265,117
265,118
266,30
266,31
266,44
266,45
266,54
266,55
266,83
266,84
266,92
266,93
266,94
266,99
266,100
266,108
266,109
266,146
266,147
266,153
266,154
267,146
267,147
267,153
267,154
268,45
268,46
268,123
268,124
268,128
268,129
269,40
269,41
269,45
269,46
269,59
269,60
269,62
269,63
269,64
269,95
269,96
269,102
269,103
269,117
269,118
269,123
269,124
269,128
269,129
269,130
269,141
269,142
270,34
270,35
270,40
270,41
270,59
270,60
270,62
270,63
270,64
270,71
270,72
270,77
270,78
270,85
270,86
270,95
270,96
270,102
270,103
270,117
270,118
270,122
270,123
270,129
270,130
270,141
270,142
271,34
271,35
271,65
271,66
271,71
271,72
271,77
271,78
271,84
271,85
271,86
271,117
271,118
271,122
271,123
271,130
271,131
272,60
272,61
272,64
272,65
272,66
272,84
272,85
272,117
272,118
272,130
272,131
273,40
273,41
273,60
273,61
273,64
273,65
273,76
273,77
273,95
273,96
273,114
273,115
273,130
273,131
273,144
273,145
274,30
274,31
274,40
274,41
274,76
274,77
274,95
274,96
274,114
274,115
274,125
274,126
274,144
274,145
274,157
274,158
275,30
275,31
275,100
275,101
275,102
275,109
275,110
275,125
275,126
275,146
275,147
275,157
275,158
276,73
276,74
276,100
276,101
276,102
276,103
276,104
276,109
276,110
276,125
276,126
276,146
276,147
276,158
276,159
277,60
277,61
277,63
277,64
277,68
277,69
277,73
277,74
277,103
277,104
277,120
277,121
277,136
277,137
277,158
277,159
278,47
278,48
278,60
278,61
278,63
278,64
278,68
278,69
278,80
278,81
278,85
278,86
278,120
278,121
278,136
278,137
278,148
278,149
279,29
279,30
279,43
279,44
279,47
279,48
279,80
279,81
279,85
279,86
279,87
279,88
279,130
279,131
279,148
279,149
279,155
279,156
279,158
279,159
280,29
280,30
280,43
280,44
280,70
280,71
280,75
280,76
280,77
280,78
280,86
280,87
280,88
280,130
280,131
280,142
280,143
280,155
280,156
280,158
280,159
281,42
281,43
281,46
281,47
281,70
281,71
281,75
281,76
281,77
281,78
281,79
281,80
281,86
281,87
281,93
281,94
281,117
281,118
281,125
281,126
281,142
281,143
281,158
281,159
282,42
282,43
282,46
282,47
282,76
282,77
282,78
282,79
282,80
282,93
282,94
282,111
282,112
282,115
282,116
282,117
282,118
282,125
282,126
282,158
282,159
283,30
283,31
283,76
283,77
283,82
283,83
283,99
283,100
283,111
283,112
283,115
283,116
284,30
284,31
284,39
284,40
284,72
284,73
284,82
284,83
284,99
284,100
284,142
284,143
284,151
284,152
284,156
284,157
285,39
285,40
285,72
285,73
285,117
285,118
285,137
285,138
285,142
285,143
285,151
285,152
285,156
285,157
286,35
286,36
286,92
286,93
286,106
286,107
286,117
286,118
286,137
286,138
286,148
286,149
287,35
287,36
287,41
287,42
287,61
287,62
287,83
287,84
287,92
287,93
287,106
287,107
287,112
287,113
287,137
287,138
287,148
287,149
288,35
288,36
288,41
288,42
288,61
288,62
288,83
288,84
288,98
288,99
288,112
288,113
288,147
288,148
289,64
289,65
