@relation meta-weka.filters.unsupervised.attribute.RemoveType-Tnominal-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute T numeric
@attribute N numeric
@attribute p numeric
@attribute k numeric
@attribute Bin numeric
@attribute Cost numeric
@attribute SDratio numeric
@attribute correl numeric
@attribute cancor1 numeric
@attribute cancor2 numeric
@attribute fract1 numeric
@attribute fract2 numeric
@attribute skewness numeric
@attribute kurtosis numeric
@attribute Hc numeric
@attribute Hx numeric
@attribute MCx numeric
@attribute EnAtr numeric
@attribute NSRatio numeric
@attribute class {0,0.067,0.081,0.092,0.133,0.208,0.276,0.279,0.282,0.32,0.458,0.467,0.48,0.599,0.623,0.698,0.762,0.779,0.831,0.845,0.887,0.954,0.974,1.017,1.039,1.071,1.09,1.117,1.127,1.134,1.139,1.204,1.216,1.324,1.332,1.352,1.396,1.428,1.432,1.465,1.468,1.498,1.512,1.553,1.557,1.635,1.664,1.675,1.686,1.733,1.79,1.791,1.798,1.807,1.868,1.874,1.889,1.933,1.957,2.018,2.049,2.08,2.102,2.13,2.152,2.209,2.286,2.33,2.385,2.386,2.408,2.513,2.569,2.596,2.605,2.641,2.702,2.703,2.711,2.779,2.817,2.848,2.863,2.907,2.96,3.114,3.126,3.129,3.138,3.196,3.262,3.285,3.325,3.329,3.341,3.35,3.388,3.401,3.421,3.474,3.499,3.529,3.533,3.569,3.629,3.663,3.721,3.818,3.893,3.949,4.066,4.138,4.188,4.226,4.295,4.334,4.364,4.394,4.43,4.508,4.518,4.637,4.643,4.689,4.772,4.862,5.036,5.046,5.138,5.193,5.249,5.325,5.376,5.378,5.384,5.45,5.458,5.494,5.524,5.558,5.592,5.683,5.712,5.727,5.823,5.857,5.916,5.917,6.027,6.079,6.142,6.198,6.204,6.276,6.298,6.331,6.724,6.743,6.762,6.831,6.864,6.896,6.911,6.924,7.228,7.248,7.428,7.431,7.494,7.636,7.642,7.746,7.817,8.069,8.105,8.122,8.163,8.187,8.25,8.38,8.43,8.455,8.582,8.698,8.735,8.933,9.016,9.035,9.068,9.194,9.333,9.348,9.379,9.413,9.449,9.523,9.614,9.634,9.654,9.714,9.817,9.824,9.856,9.939,9.961,10.095,10.139,10.182,10.247,10.311,10.391,10.425,10.489,10.508,10.52,10.53,10.574,10.589,10.838,10.842,10.888,10.987,10.988,11.16,11.206,11.317,11.336,11.428,11.726,11.746,11.8,11.893,11.903,11.927,12.056,12.408,12.551,12.658,12.789,12.819,12.825,12.875,12.885,12.886,13.026,13.089,13.242,13.333,13.359,13.761,13.84,14.156,14.174,14.238,14.475,14.517,14.534,14.666,14.734,14.792,14.909,15.325,15.477,15.566,15.631,16.137,16.19,16.326,16.506,16.761,16.834,17.003,17.029,17.142,17.334,17.368,17.397,17.458,17.482,17.873,18.07,18.104,18.49,18.767,18.77,18.864,18.984,19.068,19.113,19.334,19.646,19.651,19.799,19.821,19.883,20.234,20.521,20.781,20.951,20.991,21.007,21.059,21.169,21.217,21.713,21.975,22.258,22.433,22.891,22.907,22.942,23.103,23.491,23.717,23.962,24.057,24.23,24.264,24.395,25.072,25.551,25.637,25.77,26.324,26.391,27.011,27.105,27.457,28.78,28.917,29.576,30.033,30.35,32.358,33.235,33.388,33.649,35.782,37.27,37.331,38.998,39.904,40.787,41.532,41.688,45.375,45.722,45.885,46.17,46.395,46.857,46.905,47.389,47.811,47.924,47.963,48.169,48.412,48.825,48.874,48.987,49.114,50.577,50.653,51.73,51.756,51.781,52.018,52.292,53.424,54.314,54.603,55.135,55.199,56.598,60.68,66.211,66.737,67.655,68.76,69.845,71.882,75.982,76.244,76.475,77.548,77.928,78.445,79.805,81.573,83.376,86.162,94.355,96.224,96.901,98.746,100.289,101.645,102.061,108.421,119.743,120.692,122.36,132.816,134.341,137.559,138.84,153.12,161.514,162.981,166.556,167.387,169.408,200.349,245.12,258.86,270.416,273.295,275.541,312.527,382.362,446.613,455.064,456.399,460.012,460.999,467.007,540.695,580.434,596.315,664.078,808.031,885.438,2575.83,3041.74,12041}

@data
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,7.228
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1.807
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,885.438
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,2.711
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,885.438
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,24.395
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,10.842
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,27.105
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,0
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,11.746
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,23.491
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,4.518
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,9.939
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,20.781
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,18.07
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,9.035
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,11.746
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,27.105
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,9.939
16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,0
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12.819
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,17.397
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,5.036
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,25.637
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,10.987
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,15.566
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12.819
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,10.53
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,455.064
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,18.77
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,11.903
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,162.981
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,5.494
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,8.698
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,27.011
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12.819
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,24.264
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,22.891
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,21.975
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,0.458
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,9.614
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,21.059
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12.819
1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,0
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,13.84
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,1.432
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,4.295
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,20.521
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,0
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,0.954
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,460.999
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,5.249
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,460.999
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,12.885
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,3.818
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,12.408
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,5.249
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,7.636
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,22.907
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,2.863
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,0.954
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,7.636
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,3.341
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,5.727
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,2.386
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,25.77
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,4.772
7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,6.204
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,76.475
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,86.162
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,467.007
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,122.36
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,40.787
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,46.395
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,467.007
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,81.573
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,467.007
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,47.924
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,33.649
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,446.613
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,3.569
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,11.726
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,312.527
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,45.375
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,19.883
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,45.885
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,18.864
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,23.962
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,46.905
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,0
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,22.942
20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,22.433
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9.523
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,17.142
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9.714
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,14.475
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,8.38
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,0
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9.523
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,0.762
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,14.666
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,7.428
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,10.095
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,79.805
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9.333
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9.523
2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,16.761
